index,cond,k,window,n,signals_per_day,k_share,p0_med,otm_pts_med,p_2x,p_3x,p_5x,p_10x,net_mean,net_median,p_net_pos,p_lose_half,take5_mean,take3_mean
SENSEX,ANY,3,10:15–10:45,540,,,32.94029758611123,300.0,23.703703703703706,9.444444444444445,2.4074074074074074,0.1851851851851852,4.340422157759403,-23.980393512665277,32.592592592592595,28.51851851851852,3.9249625969624065,0.669087344719268
SENSEX,ANY,3,10:45–11:15,540,,,30.100872125179194,300.0,28.14814814814815,12.222222222222221,2.9629629629629632,0.1851851851851852,12.02506883152216,-19.907811494529675,40.55555555555556,28.51851851851852,11.604744703851035,10.542713326013603
SENSEX,ANY,3,11:15–11:45,540,,,26.799655073741633,300.0,30.185185185185187,11.11111111111111,2.037037037037037,0.1851851851851852,6.768137559951892,-17.87426158744706,38.88888888888889,25.0,4.614324543385419,6.875775038091028
SENSEX,ANY,3,11:45–12:15,540,,,25.57827188799365,300.0,27.22222222222222,14.25925925925926,6.111111111111111,1.2962962962962963,8.095869408629392,-23.531729064454645,34.81481481481482,29.259259259259256,8.527207546086057,1.393641298887686
SENSEX,ANY,3,12:15–12:45,540,,,25.04911237028591,300.0,30.37037037037037,12.037037037037036,3.888888888888889,0.1851851851851852,0.3593489920517975,-21.24815752941152,38.148148148148145,33.88888888888889,4.657931263383029,3.687613693294204
SENSEX,ANY,3,12:45–13:15,540,,,21.774172396026188,300.0,35.37037037037037,15.74074074074074,3.3333333333333335,0.0,-3.126820129730126,-31.66970405646503,36.48148148148148,34.81481481481482,3.2913084091344538,7.64044747685724
SENSEX,ANY,3,13:15–13:45,540,,,20.671941168361627,300.0,30.925925925925924,17.40740740740741,7.222222222222221,0.7407407407407408,2.721887629651033,-41.694013047720496,30.185185185185187,42.96296296296296,3.484872499086268,-2.4599303703463495
SENSEX,ANY,3,13:45–14:15,540,,,17.95929289153173,300.0,33.33333333333333,15.0,6.481481481481481,1.2962962962962963,-19.41036715661151,-46.56769590571001,18.88888888888889,46.666666666666664,-13.052005016527204,-13.898506216343598
SENSEX,ANY,3,14:15–14:55,720,,,12.736337107677628,300.0,27.361111111111114,15.277777777777779,6.25,2.083333333333333,-0.32698131402183545,-41.09104120988859,17.36111111111111,42.916666666666664,-12.180886555911076,-14.124438804974101
SENSEX,ANY,3,all,6120,,,25.43146517378409,300.0,29.183006535947715,13.218954248366014,4.068627450980392,0.6699346405228758,2.1119728050984787,-33.10574795826351,32.254901960784316,33.709150326797385,1.824484116645601,0.6552442860910141
